I,0,I:java/io/ObjectStreamConstants.baseWireHandle,8257536,,,,
E,10,I:java/io/ObjectStreamConstants.PROTOCOL_VERSION_1,1,Java.IO.ObjectStreamProtocol,Version1,remove,
E,10,I:java/io/ObjectStreamConstants.PROTOCOL_VERSION_2,2,Java.IO.ObjectStreamProtocol,Version2,remove,
E,26,I:java/lang/invoke/MethodHandleInfo.REF_getField,1,Java.Lang.Invoke.ReferenceKind,Getfield,remove,
E,26,I:java/lang/invoke/MethodHandleInfo.REF_getStatic,2,Java.Lang.Invoke.ReferenceKind,Getstatic,remove,
E,26,I:java/lang/invoke/MethodHandleInfo.REF_invokeInterface,9,Java.Lang.Invoke.ReferenceKind,Invokeinterface,remove,
E,26,I:java/lang/invoke/MethodHandleInfo.REF_invokeSpecial,7,Java.Lang.Invoke.ReferenceKind,Invokespecial,remove,
E,26,I:java/lang/invoke/MethodHandleInfo.REF_invokeStatic,6,Java.Lang.Invoke.ReferenceKind,Invokestatic,remove,
E,26,I:java/lang/invoke/MethodHandleInfo.REF_invokeVirtual,5,Java.Lang.Invoke.ReferenceKind,Invokevirtual,remove,
E,26,I:java/lang/invoke/MethodHandleInfo.REF_newInvokeSpecial,8,Java.Lang.Invoke.ReferenceKind,Newinvokespecial,remove,
E,26,I:java/lang/invoke/MethodHandleInfo.REF_putField,3,Java.Lang.Invoke.ReferenceKind,Putfield,remove,
E,26,I:java/lang/invoke/MethodHandleInfo.REF_putStatic,4,Java.Lang.Invoke.ReferenceKind,Putstatic,remove,
I,0,I:java/lang/reflect/Member.DECLARED,1,,,,
I,0,I:java/lang/reflect/Member.PUBLIC,0,,,,
E,10,I:java/net/SocketOptions.IP_MULTICAST_IF,16,Java.Net.SocketOption,IpMulticastIf,remove,
E,10,I:java/net/SocketOptions.IP_MULTICAST_IF2,31,Java.Net.SocketOption,IpMulticastIf2,remove,
E,10,I:java/net/SocketOptions.IP_MULTICAST_LOOP,18,Java.Net.SocketOption,IpMulticastLoop,remove,
E,10,I:java/net/SocketOptions.IP_TOS,3,Java.Net.SocketOption,IpTos,remove,
E,10,I:java/net/SocketOptions.SO_BINDADDR,15,Java.Net.SocketOption,SoBindaddr,remove,
E,10,I:java/net/SocketOptions.SO_BROADCAST,32,Java.Net.SocketOption,SoBroadcast,remove,
E,10,I:java/net/SocketOptions.SO_KEEPALIVE,8,Java.Net.SocketOption,SoKeepalive,remove,
E,10,I:java/net/SocketOptions.SO_LINGER,128,Java.Net.SocketOption,SoLinger,remove,
E,10,I:java/net/SocketOptions.SO_OOBINLINE,4099,Java.Net.SocketOption,SoOobinline,remove,
E,10,I:java/net/SocketOptions.SO_RCVBUF,4098,Java.Net.SocketOption,SoRcvbuf,remove,
E,10,I:java/net/SocketOptions.SO_REUSEADDR,4,Java.Net.SocketOption,SoReuseaddr,remove,
E,10,I:java/net/SocketOptions.SO_SNDBUF,4097,Java.Net.SocketOption,SoSndbuf,remove,
E,10,I:java/net/SocketOptions.SO_TIMEOUT,4102,Java.Net.SocketOption,SoTimeout,remove,
E,10,I:java/net/SocketOptions.TCP_NODELAY,1,Java.Net.SocketOption,TcpNodelay,remove,
I,0,I:java/sql/Connection.TRANSACTION_NONE,0,,,,
I,0,I:java/sql/Connection.TRANSACTION_READ_COMMITTED,2,,,,
I,0,I:java/sql/Connection.TRANSACTION_READ_UNCOMMITTED,1,,,,
I,0,I:java/sql/Connection.TRANSACTION_REPEATABLE_READ,4,,,,
I,0,I:java/sql/Connection.TRANSACTION_SERIALIZABLE,8,,,,
I,0,I:java/sql/DatabaseMetaData.bestRowNotPseudo,1,,,,
I,0,I:java/sql/DatabaseMetaData.bestRowPseudo,2,,,,
I,0,I:java/sql/DatabaseMetaData.bestRowSession,2,,,,
I,0,I:java/sql/DatabaseMetaData.bestRowTemporary,0,,,,
I,0,I:java/sql/DatabaseMetaData.bestRowTransaction,1,,,,
I,0,I:java/sql/DatabaseMetaData.bestRowUnknown,0,,,,
I,0,I:java/sql/DatabaseMetaData.columnNoNulls,0,,,,
I,0,I:java/sql/DatabaseMetaData.columnNullable,1,,,,
I,0,I:java/sql/DatabaseMetaData.columnNullableUnknown,2,,,,
I,0,I:java/sql/DatabaseMetaData.functionColumnIn,1,,,,
I,0,I:java/sql/DatabaseMetaData.functionColumnInOut,2,,,,
I,0,I:java/sql/DatabaseMetaData.functionColumnOut,3,,,,
I,0,I:java/sql/DatabaseMetaData.functionColumnResult,5,,,,
I,0,I:java/sql/DatabaseMetaData.functionColumnUnknown,0,,,,
I,0,I:java/sql/DatabaseMetaData.functionNoNulls,0,,,,
I,0,I:java/sql/DatabaseMetaData.functionNoTable,1,,,,
I,0,I:java/sql/DatabaseMetaData.functionNullable,1,,,,
I,0,I:java/sql/DatabaseMetaData.functionNullableUnknown,2,,,,
I,0,I:java/sql/DatabaseMetaData.functionResultUnknown,0,,,,
I,0,I:java/sql/DatabaseMetaData.functionReturn,4,,,,
I,0,I:java/sql/DatabaseMetaData.functionReturnsTable,2,,,,
I,0,I:java/sql/DatabaseMetaData.importedKeyCascade,0,,,,
I,0,I:java/sql/DatabaseMetaData.importedKeyInitiallyDeferred,5,,,,
I,0,I:java/sql/DatabaseMetaData.importedKeyInitiallyImmediate,6,,,,
I,0,I:java/sql/DatabaseMetaData.importedKeyNoAction,3,,,,
I,0,I:java/sql/DatabaseMetaData.importedKeyNotDeferrable,7,,,,
I,0,I:java/sql/DatabaseMetaData.importedKeyRestrict,1,,,,
I,0,I:java/sql/DatabaseMetaData.importedKeySetDefault,4,,,,
I,0,I:java/sql/DatabaseMetaData.importedKeySetNull,2,,,,
I,0,I:java/sql/DatabaseMetaData.procedureColumnIn,1,,,,
I,0,I:java/sql/DatabaseMetaData.procedureColumnInOut,2,,,,
I,0,I:java/sql/DatabaseMetaData.procedureColumnOut,4,,,,
I,0,I:java/sql/DatabaseMetaData.procedureColumnResult,3,,,,
I,0,I:java/sql/DatabaseMetaData.procedureColumnReturn,5,,,,
I,0,I:java/sql/DatabaseMetaData.procedureColumnUnknown,0,,,,
I,0,I:java/sql/DatabaseMetaData.procedureNoNulls,0,,,,
I,0,I:java/sql/DatabaseMetaData.procedureNoResult,1,,,,
I,0,I:java/sql/DatabaseMetaData.procedureNullable,1,,,,
I,0,I:java/sql/DatabaseMetaData.procedureNullableUnknown,2,,,,
I,0,I:java/sql/DatabaseMetaData.procedureResultUnknown,0,,,,
I,0,I:java/sql/DatabaseMetaData.procedureReturnsResult,2,,,,
I,0,I:java/sql/DatabaseMetaData.sqlStateSQL,2,,,,
I,0,I:java/sql/DatabaseMetaData.sqlStateSQL99,2,,,,
I,0,I:java/sql/DatabaseMetaData.sqlStateXOpen,1,,,,
I,0,I:java/sql/DatabaseMetaData.typeNoNulls,0,,,,
I,0,I:java/sql/DatabaseMetaData.typeNullable,1,,,,
I,0,I:java/sql/DatabaseMetaData.typeNullableUnknown,2,,,,
I,0,I:java/sql/DatabaseMetaData.typePredBasic,2,,,,
I,0,I:java/sql/DatabaseMetaData.typePredChar,1,,,,
I,0,I:java/sql/DatabaseMetaData.typePredNone,0,,,,
I,0,I:java/sql/DatabaseMetaData.typeSearchable,3,,,,
I,0,I:java/sql/DatabaseMetaData.versionColumnNotPseudo,1,,,,
I,0,I:java/sql/DatabaseMetaData.versionColumnPseudo,2,,,,
I,0,I:java/sql/DatabaseMetaData.versionColumnUnknown,0,,,,
I,0,I:java/sql/ParameterMetaData.parameterModeIn,1,,,,
I,0,I:java/sql/ParameterMetaData.parameterModeInOut,2,,,,
I,0,I:java/sql/ParameterMetaData.parameterModeOut,4,,,,
I,0,I:java/sql/ParameterMetaData.parameterModeUnknown,0,,,,
I,0,I:java/sql/ParameterMetaData.parameterNoNulls,0,,,,
I,0,I:java/sql/ParameterMetaData.parameterNullable,1,,,,
I,0,I:java/sql/ParameterMetaData.parameterNullableUnknown,2,,,,
I,0,I:java/sql/ResultSet.CLOSE_CURSORS_AT_COMMIT,2,,,,
