// I'm making these changes so far only in this extra mappings.
// Things will change significantly so it had better be done all at once...

0, android.app, Activity, onKeyShortcut, keyCode, Android.Views.Keycode
0, android.app, Activity, getRequestedOrientation, return, Android.Content.PM.ScreenOrientation
0, android.app, Activity, setRequestedOrientation, requestedOrientation, Android.Content.PM.ScreenOrientation
0, android.app, Dialog, onKeyShortcut, keyCode, Android.Views.Keycode
0, android.app, Notification.Builder, setDefaults, defaults, Android.App.NotificationDefaults
0, android.app, [Interface]PendingIntent.OnFinished, onSendFinished, resultCode, Android.App.Result
12, android.appwidget, AppWidgetProviderInfo, resizeMode, , Android.Appwidget.ResizeMode
17, android.appwidget, AppWidgetProviderInfo, widgetCategory, , Android.Appwidget.AppWidgetCategory
0, android.content, BroadcastReceiver, setResult, code, Android.App.Result
0, android.content, BroadcastReceiver, getResultCode, return, Android.App.Result
0, android.content, BroadcastReceiver, setResultCode, code, Android.App.Result
0, android.content, BroadcastReceiver.PendingResult, getResultCode, return, Android.App.Result
0, android.content, BroadcastReceiver.PendingResult, setResult, code, Android.App.Result
0, android.content, BroadcastReceiver.PendingResult, setResultCode, code, Android.App.Result
0, android.app, Instrumentation.ActivityResult, getResultCode, return, Android.App.Result
0, android.content, [Interface]IntentSender.OnFinished, onSendFinished, resultCode, Android.App.Result
0, android.content, Intent, resolveActivityInfo, flags, Android.Content.PM.PackageInfoFlags
0, android.content, IntentFilter, match, return, Android.Content.MatchResults
0, android.content, IntentFilter.AuthorityEntry, match, return, Android.Content.MatchResults
0, android.content, IntentFilter, addDataPath, type, Android.OS.Pattern
0, android.content, [Interface]SyncStatusObserver, onStatusChanged, which, Android.Content.SyncObserverType
0, android.content.pm, PackageManager, addPreferredActivity, match, Android.Content.MatchResults
0, android.test.mock, MockPackageManager, addPreferredActivity, match, Android.Content.MatchResults
// I don't like this "MatchResults" name and believe it should be renamed...
0, android.app, Activity, getChangingConfigurations, return, Android.Content.PM.ConfigChanges
0, android.content.res, Configuration, diff, return, Android.Content.PM.ConfigChanges
0, android.content.res, Configuration, updateFrom, return, Android.Content.PM.ConfigChanges
0, android.content.res, Configuration, needNewResources, configChanges, Android.Content.PM.ConfigChanges
0, android.content.res, Configuration, needNewResources, interestingChanges, Android.Content.PM.ConfigChanges
0, android.content.res, Resources.Theme, dump, priority, Android.Util.LogPriority
0, android.content, IntentFilter, match, return, Android.Content.MatchResults
0, android.database.sqlite, SQLiteDatabase, insertWithOnConflict, conflictAlgorithm, Android.Database.Sqlite.Conflict
0, android.database.sqlite, SQLiteDatabase, updateWithOnConflict, conflictAlgorithm, Android.Database.Sqlite.Conflict
0, android.graphics.drawable, Drawable, getChangingConfigurations, return, Android.Content.PM.ConfigChanges
0, android.graphics.drawable, Drawable, setChangingConfigurations, configs, Android.Content.PM.ConfigChanges
0, android.graphics.drawable, Drawable.ConstantState, getChangingConfigurations, return, Android.Content.PM.ConfigChanges
0, android.graphics.drawable, DrawableContainer.DrawableContainerState, getChangingConfigurations, return, Android.Content.PM.ConfigChanges
0, android.graphics.drawable, ClipDrawable, ctor, orientation, Android.Graphics.Drawables.ClipDrawableOrientation
0, android.graphics, PaintFlagsDrawFilter, ctor, clearBits, Android.Graphics.PaintFlags
0, android.graphics, PaintFlagsDrawFilter, ctor, setBits, Android.Graphics.PaintFlags
0, android.hardware, [Interface]SensorListener, onAccuracyChanged, sensor, Android.Hardware.SensorType
0, android.hardware, [Interface]SensorListener, onSensorChanged, sensor, Android.Hardware.SensorType
0, android.net.http, AndroidHttpClient, enableCurlLogging, level, Android.Util.LogPriority
0, android.speech.tts, SynthesisCallback, start, return, Android.Speech.Tts.OperationResult
0, java.io, ObjectOutputStream, useProtocolVersion, version, Java.IO.ObjectStreamProtocol

0, android.gesture, Gesture, toBitmap, edge, Android.Views.Edge
0, android.gesture, Gesture, toPath, edge, Android.Views.Edge
0, android.view, MotionEvent, obtain, edgeFlags, Android.Views.Edge

0, android.hardware, [Interface]SensorEventListener, onAccuracyChanged, accuracy, Android.Hardware.SensorStatus
0, android.hardware, [Interface]SensorListener, onAccuracyChanged, accuracy, Android.Hardware.SensorStatus
0, android.location, LocationManager, addTestProvider, accuracy, Android.Hardware.SensorStatus

// I don't like this "Stream" name and believe it should be renamed...
0, android.app, Activity, getVolumeControlStream, return, Android.Media.Stream
0, android.app, Activity, setVolumeControlStream, streamType, Android.Media.Stream
0, android.app, Dialog, getVolumeControlStream, return, Android.Media.Stream
0, android.app, Dialog, setVolumeControlStream, streamType, Android.Media.Stream
0, android.app, Notification.Builder, setSound, streamType, Android.Media.Stream
0, android.media, AudioManager, adjustSuggestedStreamVolume, suggestedStreamType, Android.Media.Stream
0, android.media, AsyncPlayer, play, stream, Android.Media.Stream
0, android.media, AudioTrack, getNativeOutputSampleRate, streamType, Android.Media.Stream
0, android.media, AudioTrack, getStreamType, return, Android.Media.Stream
0, android.media, Ringtone, getStreamType, return, Android.Media.Stream
0, android.media, Ringtone, setStreamType, streamType, Android.Media.Stream
0, android.media, RingtoneManager, inferStreamType, return, Android.Media.Stream
0, android.media, ToneGenerator, ctor, streamType, Android.Media.Stream

0, android.inputmethodservice, [Interface]KeyboardView.OnKeyboardActionListener, onKey, primaryCode, Android.Views.Keycode
0, android.inputmethodservice, [Interface]KeyboardView.OnKeyboardActionListener, onKey, keyCodes, Android.Views.Keycode[]
0, android.inputmethodservice, [Interface]KeyboardView.OnKeyboardActionListener, onPress, primaryCode, Android.Views.Keycode
0, android.inputmethodservice, [Interface]KeyboardView.OnKeyboardActionListener, onRelease, primaryCode, Android.Views.Keycode
0, android.text.method, BaseKeyListener, backspace, keyCode, Android.Views.Keycode
0, android.text.method, BaseKeyListener, forwardDelete, keyCode, Android.Views.Keycode
0, android.text.method, MetaKeyKeyListener, handleKeyDown, keyCode, Android.Views.Keycode
0, android.text.method, MetaKeyKeyListener, handleKeyUp, keyCode, Android.Views.Keycode
0, android.view, [Interface]Menu, isShortcutKey, keyCode, Android.Views.Keycode
0, android.view, [Interface]Menu, performShortcut, keyCode, Android.Views.Keycode
0, android.view, KeyCharacterMap, deviceHasKey, keyCode, Android.Views.Keycode
0, android.view, KeyCharacterMap, deviceHasKeys, keyCodes, Android.Views.Keycode[]
0, android.view, KeyCharacterMap, get, keyCode, Android.Views.Keycode
0, android.view, KeyCharacterMap, getDisplayLabel, keyCode, Android.Views.Keycode
0, android.view, KeyCharacterMap, getKeyData, keyCode, Android.Views.Keycode
0, android.view, KeyCharacterMap, getMatch, keyCode, Android.Views.Keycode
0, android.view, KeyCharacterMap, getNumber, keyCode, Android.Views.Keycode
